	id	treatment	condition	day	bwc	bur2h	dscore	nesting
272	GT105	BDL	BDL + MCC950	4	86.7355043685465	NA	NA	4
273	GT105	BDL	BDL + MCC950	13	72.835583796664	NA	NA	1
274	GT109	BDL	BDL + V (MCC950)	-1	100	NA	NA	5
275	GT109	BDL	BDL + V (MCC950)	0	93.8886563415655	NA	NA	1
276	GT109	BDL	BDL + V (MCC950)	1	92.1305985768104	NA	NA	5
277	GT109	BDL	BDL + V (MCC950)	4	94.9769778149853	NA	NA	6
278	GT109	BDL	BDL + V (MCC950)	13	85.1820845542068	NA	NA	4
340	NSY2C	CCl4	CCl4 + MCC950	-1	100	100	0	NA
341	NSY2C	CCl4	CCl4 + MCC950	0	96.1647153815099	112.994350282486	0	NA
342	NSY2C	CCl4	CCl4 + MCC950	4	99.2733144933387	107.344632768362	0	NA
343	NSY2C	CCl4	CCl4 + MCC950	18	101.170771094065	112.429378531073	0	NA
344	NSY2C	CCl4	CCl4 + MCC950	39	100.847799757771	108.474576271186	0	NA
345	NSZ2C	CCl4	CCl4 + MCC950	-1	100	100	0	NA
346	NSZ2C	CCl4	CCl4 + MCC950	0	97.682119205298	20	0	NA
347	NSZ2C	CCl4	CCl4 + MCC950	4	95.7781456953642	100	0	NA
348	NSZ2C	CCl4	CCl4 + MCC950	18	98.3029801324503	93.5	0	NA
349	NSZ2C	CCl4	CCl4 + MCC950	39	102.276490066225	95.5	0	NA
350	NSA3C	CCl4	CCl4 + V (MCC950)	-1	100	100	0	NA
351	NSA3C	CCl4	CCl4 + V (MCC950)	0	99.6326530612245	100	0	NA
352	NSA3C	CCl4	CCl4 + V (MCC950)	4	98.9387755102041	99.5	0	NA
353	NSA3C	CCl4	CCl4 + V (MCC950)	18	103.918367346939	100	2	NA
354	NSA3C	CCl4	CCl4 + V (MCC950)	39	102.979591836735	100	0	NA
355	NSB3C	CCl4	CCl4 + MCC950	-1	100	100	0	NA
356	NSB3C	CCl4	CCl4 + MCC950	0	97.8163992869875	92.5	0	NA
357	NSB3C	CCl4	CCl4 + MCC950	4	107.5311942959	100	0	NA
358	NSB3C	CCl4	CCl4 + MCC950	18	108.957219251337	100	0	NA
359	NSB3C	CCl4	CCl4 + MCC950	39	104.411764705882	100	0	NA
360	NSC3C	CCl4	CCl4 + MCC950	-1	100	100	0	NA
361	NSC3C	CCl4	CCl4 + MCC950	0	98.5977564102564	99.5	0	NA
362	NSC3C	CCl4	CCl4 + MCC950	4	102.44391025641	99.5	0	NA
363	NSC3C	CCl4	CCl4 + MCC950	18	105.048076923077	100	0	NA
364	NSC3C	CCl4	CCl4 + MCC950	39	109.014423076923	79.5	0	NA
365	NSD3C	CCl4	CCl4 + MCC950	-1	100	100	0	NA
366	NSD3C	CCl4	CCl4 + MCC950	0	96.4039408866995	55	0	NA
367	NSD3C	CCl4	CCl4 + MCC950	4	104.285714285714	100	0	NA
368	NSD3C	CCl4	CCl4 + MCC950	18	104.827586206897	36	0	NA
369	NSD3C	CCl4	CCl4 + MCC950	39	102.216748768473	60	0	NA
370	GT48	CCl4	CCl4 + V (MCC950)	-1	100	100	0	NA
371	GT48	CCl4	CCl4 + V (MCC950)	0	100.309871624613	100	0	NA
372	GT48	CCl4	CCl4 + V (MCC950)	4	102.434705621957	100	0	NA
373	GT48	CCl4	CCl4 + V (MCC950)	18	104.692341744135	99.5	0	NA
374	GT48	CCl4	CCl4 + V (MCC950)	39	106.728640991589	100	0	NA
375	GT49	CCl4	CCl4 + V (MCC950)	-1	100	100	0	NA
376	GT49	CCl4	CCl4 + V (MCC950)	0	99.7737556561086	100	0	NA
377	GT49	CCl4	CCl4 + V (MCC950)	4	106.018099547511	100	0	NA
378	GT49	CCl4	CCl4 + V (MCC950)	18	105.475113122172	100	0	NA
379	GT49	CCl4	CCl4 + V (MCC950)	39	105.158371040724	100	0	NA
380	GT50	CCl4	CCl4 + MCC950	-1	100	100	0	NA
381	GT50	CCl4	CCl4 + MCC950	0	100.12749681258	90	0	NA
382	GT50	CCl4	CCl4 + MCC950	4	106.204844878878	100	0	NA
383	GT50	CCl4	CCl4 + MCC950	18	108.414789630259	100	0	NA
384	GT50	CCl4	CCl4 + MCC950	39	104.419889502762	99	0	NA
385	GT51	CCl4	CCl4 + MCC950	-1	100	100	0	NA
386	GT51	CCl4	CCl4 + MCC950	0	100.597847748107	100	0	NA
387	GT51	CCl4	CCl4 + MCC950	4	102.112395376644	100	0	NA
388	GT51	CCl4	CCl4 + MCC950	18	108.130729374253	96.5	0	NA
389	GT51	CCl4	CCl4 + MCC950	39	110.083698684735	100	0	NA
390	GT77	CCl4	CCl4 + V (MCC950)	-1	100	NA	0	6
391	GT77	CCl4	CCl4 + V (MCC950)	0	98.8901645618064	NA	0	1
392	GT77	CCl4	CCl4 + V (MCC950)	4	103.597397627248	NA	0	6
393	GT77	CCl4	CCl4 + V (MCC950)	18	100.344431687715	NA	0	1
394	GT77	CCl4	CCl4 + V (MCC950)	39	94.4890929965557	NA	5	1
395	GT78	CCl4	CCl4 + MCC950	-1	100	NA	0	6
396	GT78	CCl4	CCl4 + MCC950	0	98.109153416416	NA	0	3
397	GT78	CCl4	CCl4 + MCC950	4	103.824666953159	NA	0	4
398	GT78	CCl4	CCl4 + MCC950	18	98.1951009883971	NA	2	1
399	GT78	CCl4	CCl4 + MCC950	39	99.0116029222174	NA	0	1
400	GT79	CCl4	CCl4 + V (MCC950)	-1	100	NA	0	6
401	GT79	CCl4	CCl4 + V (MCC950)	0	97.6700488538144	NA	0	3
